




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
CASTLE ROCK                   2639                          556                           556                           45                            45                            601                           
FOX CHASE                     1867                          440                           440                           33                            33                            473                           
FROHAWK                       1644                          404                           404                           34                            34                            438                           
GRANITE CREEK                 2814                          797                           797                           31                            31                            828                           
GRAZE BRANCH                  1586                          435                           435                           23                            23                            458                           
GREENBRIAR                    1770                          591                           591                           20                            20                            611                           
HILLCREST                     2534                          718                           718                           48                            48                            766                           
HOLLY TREE                    1370                          416                           416                           19                            19                            435                           
KILGORE FARMS                 2544                          714                           714                           37                            37                            751                           
LOCUST HILL                   1532                          360                           360                           25                            25                            385                           
LONG CREEK                    1554                          497                           497                           22                            22                            519                           
MOORE CREEK                   3312                          1099                          1099                          40                            40                            1139                          
ONEAL                         2727                          616                           616                           54                            54                            670                           
RANCH CREEK                   2736                          930                           930                           23                            23                            953                           
RIVERSIDE                     2497                          725                           725                           31                            31                            756                           
SPARROWS POINT                2355                          640                           640                           25                            25                            665                           
STANDING SPRINGS              1824                          524                           524                           29                            29                            553                           
TRAVELERS REST 1              2522                          751                           751                           32                            32                            783                           
TRAVELERS REST 2              1600                          371                           371                           31                            31                            402                           
TYGER RIVER                   1500                          352                           352                           20                            20                            372                           
VERDMONT                      2192                          609                           609                           23                            23                            632                           
WARE PLACE                    1957                          492                           492                           20                            20                            512                           
Absentee                      0                             11872                         11872                         340                           340                           12212                         
Emergency                     0                             0                             0                             0                             0                             0                             
Failsafe                      0                             301                           301                           10                            10                            311                           
Provisional                   0                             60                            60                            0                             0                             60                            
Failsafe Provisional          0                             356                           356                           15                            15                            371                           
Totals:                       335551                        104213                        104213                        4410                          4410                          108623                        

                                                                             Auditor (Vote For 1)
                                                            Scott Case                                                  Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
GREENVILLE 1                  1707                          708                           708                           12                            12                            720                           
GREENVILLE 3                  2426                          929                           929                           31                            31                            960                           
GREENVILLE 4                  2806                          534                           534                           28                            28                            562                           
GREENVILLE 5                  2949                          724                           724                           28                            28                            752                           
GREENVILLE 6                  684                           57                            57                            7                             7                             64                            
GREENVILLE 7                  2190                          322                           322                           21                            21                            343                           
GREENVILLE 8                  3067                          481                           481                           33                            33                            514                           
GREENVILLE 10                 2686                          728                           728                           33                            33                            761                           
GREENVILLE 14                 1861                          130                           130                           18                            18                            148                           
GREENVILLE 16                 2057                          736                           736                           20                            20                            756                           
GREENVILLE 17                 1760                          718                           718                           7                             7                             725                           
GREENVILLE 18                 1470                          701                           701                           4                             4                             705                           
GREENVILLE 19                 2394                          348                           348                           23                            23                            371                           
GREENVILLE 20                 1300                          565                           565                           7                             7                             572                           
GREENVILLE 21                 1576                          528                           528                           12                            12                            540                           
GREENVILLE 22                 2348                          1010                          1010                          18                            18                            1028                          
GREENVILLE 23                 2030                          971                           971                           9                             9                             980                           
GREENVILLE 24                 4229                          1116                          1116                          48                            48                            1164                          
GREENVILLE 25                 2176                          493                           493                           18                            18                            511                           
GREENVILLE 26                 1907                          411                           411                           21                            21                            432                           
GREENVILLE 27                 1278                          522                           522                           11                            11                            533                           
GREENVILLE 28                 1275                          285                           285                           12                            12                            297                           
GREENVILLE 29                 2037                          275                           275                           19                            19                            294                           
AIKEN                         1058                          177                           177                           6                             6                             183                           
ALTAMONT FOREST               1270                          620                           620                           7                             7                             627                           
ASHETON LAKES                 3129                          1325                          1325                          18                            18                            1343                          
AVON                          1652                          660                           660                           17                            17                            677                           
BELLE MEADE                   1834                          125                           125                           15                            15                            140                           
BELLS CROSSING                2916                          1176                          1176                          17                            17                            1193                          
BELMONT                       1010                          168                           168                           9                             9                             177                           
BEREA                         1467                          374                           374                           7                             7                             381                           
BOILING SPRINGS               2177                          924                           924                           4                             4                             928                           
BOTANY WOODS                  1823                          638                           638                           18                            18                            656                           
BROOKGLENN                    1316                          465                           465                           10                            10                            475                           
CANEBRAKE                     2915                          1208                          1208                          16                            16                            1224                          
CAROLINA                      1548                          213                           213                           23                            23                            236                           
CHESTNUT HILLS                1858                          450                           450                           12                            12                            462                           
CIRCLE CREEK                  2743                          1202                          1202                          16                            16                            1218                          
CLEAR CREEK                   1650                          753                           753                           5                             5                             758                           
CONESTEE                      2377                          664                           664                           20                            20                            684                           
DARBY RIDGE                   2550                          1147                          1147                          20                            20                            1167                          
DEL NORTE                     2541                          779                           779                           11                            11                            790                           
DEVENGER                      1929                          891                           891                           8                             8                             899                           
DONALDSON                     1049                          177                           177                           9                             9                             186                           
DOVE TREE                     1992                          797                           797                           16                            16                            813                           
DUNKLIN                       2236                          926                           926                           9                             9                             935                           
EASTSIDE                      2344                          891                           891                           17                            17                            908                           
EBENEZER                      2139                          955                           955                           9                             9                             964                           
EDWARDS FOREST                2333                          864                           864                           13                            13                            877                           
ENOREE                        2872                          1025                          1025                          30                            30                            1055                          
FEASTER                       1387                          396                           396                           7                             7                             403                           
FORK SHOALS                   1814                          856                           856                           2                             2                             858                           
FOUNTAIN INN 1                3153                          1038                          1038                          32                            32                            1070                          
FOUNTAIN INN 2                1435                          490                           490                           4                             4                             494                           
FURMAN                        2687                          1092                          1092                          21                            21                            1113                          
GOWENSVILLE                   1970                          914                           914                           16                            16                            930                           
GROVE                         1821                          349                           349                           11                            11                            360                           
JENNINGS MILL                 1784                          783                           783                           5                             5                             788                           
LAKEVIEW                      2577                          602                           602                           19                            19                            621                           
LAUREL RIDGE                  2312                          908                           908                           14                            14                            922                           
LEAWOOD                       2541                          714                           714                           17                            17                            731                           
MAPLE CREEK                   1966                          690                           690                           20                            20                            710                           
MARIDELL                      1889                          800                           800                           6                             6                             806                           
MAULDIN 1                     2088                          635                           635                           17                            17                            652                           
MAULDIN 2                     3797                          1288                          1288                          33                            33                            1321                          
MAULDIN 3                     2590                          647                           647                           24                            24                            671                           
MAULDIN 4                     3297                          1004                          1004                          21                            21                            1025                          
MAULDIN 5                     3236                          832                           832                           33                            33                            865                           
MAULDIN 6                     2288                          770                           770                           12                            12                            782                           
MAULDIN 7                     1963                          711                           711                           10                            10                            721                           
MISSION                       2596                          1045                          1045                          12                            12                            1057                          
MONAVIEW                      2299                          483                           483                           13                            13                            496                           
MOUNTAIN CREEK                2283                          1087                          1087                          12                            12                            1099                          
MOUNTAIN VIEW                 2175                          1026                          1026                          5                             5                             1031                          
NEELY FARMS                   3557                          1390                          1390                          22                            22                            1412                          
NORTHWOOD                     2137                          873                           873                           11                            11                            884                           
OAKVIEW                       2855                          1206                          1206                          16                            16                            1222                          
PALMETTO                      2094                          635                           635                           19                            19                            654                           
PARIS MOUNTAIN                1362                          640                           640                           8                             8                             648                           
PEBBLE CREEK                  2200                          903                           903                           11                            11                            914                           
PELHAM FALLS                  1132                          507                           507                           3                             3                             510                           
PIEDMONT                      2780                          855                           855                           19                            19                            874                           
PINEVIEW                      1180                          499                           499                           5                             5                             504                           
POINSETT                      2742                          967                           967                           26                            26                            993                           
RAINTREE                      3001                          1029                          1029                          20                            20                            1049                          
REEDY FORK                    2026                          610                           610                           21                            21                            631                           
RIVERWALK                     2620                          1168                          1168                          16                            16                            1184                          
ROCK HILL                     2903                          817                           817                           25                            25                            842                           
ROCKY CREEK                   2276                          657                           657                           18                            18                            675                           
ROLLING GREEN                 1850                          775                           775                           9                             9                             784                           
ROYAL OAKS                    1558                          168                           168                           11                            11                            179                           
SALUDA                        1487                          556                           556                           21                            21                            577                           
SANDY FLAT                    3294                          1465                          1465                          15                            15                            1480                          
SEVIER                        2698                          1046                          1046                          12                            12                            1058                          
SILVERLEAF                    2191                          966                           966                           19                            19                            985                           
SIMPSONVILLE 1                2601                          885                           885                           14                            14                            899                           
SIMPSONVILLE 2                1716                          592                           592                           10                            10                            602                           
SIMPSONVILLE 3                2385                          873                           873                           6                             6                             879                           
SIMPSONVILLE 4                2050                          590                           590                           16                            16                            606                           
SIMPSONVILLE 5                2054                          619                           619                           24                            24                            643                           
SIMPSONVILLE 6                2728                          898                           898                           22                            22                            920                           
SKYLAND                       2504                          1192                          1192                          5                             5                             1197                          
SLATER MARIETTA               2873                          1142                          1142                          8                             8                             1150                          
SOUTHSIDE                     2277                          620                           620                           15                            15                            635                           
SPRING FOREST                 2520                          702                           702                           20                            20                            722                           
STONE VALLEY                  2485                          724                           724                           16                            16                            740                           
STONEHAVEN                    1914                          731                           731                           14                            14                            745                           
SUBER MILL                    2796                          1033                          1033                          17                            17                            1050                          
SUGAR CREEK                   2304                          1091                          1091                          7                             7                             1098                          
SULPHUR SPRINGS               2279                          795                           795                           16                            16                            811                           
SYCAMORE                      2336                          1082                          1082                          15                            15                            1097                          
TANGLEWOOD                    2569                          546                           546                           15                            15                            561                           
TAYLORS                       2355                          623                           623                           11                            11                            634                           
THORNBLADE                    3361                          1056                          1056                          15                            15                            1071                          
TIGERVILLE                    2529                          1143                          1143                          11                            11                            1154                          
TIMBERLAKE                    2633                          1009                          1009                          23                            23                            1032                          
TRADE                         2466                          582                           582                           14                            14                            596                           
TUBBS MOUNTAIN                2287                          1064                          1064                          8                             8                             1072                          
WADE HAMPTON                  2436                          779                           779                           10                            10                            789                           
WALNUT SPRINGS                4917                          1823                          1823                          27                            27                            1850                          
WELCOME                       2306                          419                           419                           17                            17                            436                           
WELLINGTON                    1587                          696                           696                           12                            12                            708                           
WESTCLIFFE                    1849                          554                           554                           8                             8                             562                           
WESTSIDE                      2197                          558                           558                           17                            17                            575                           
WOODMONT                      2693                          673                           673                           22                            22                            695                           
WOODRUFF LAKES                2704                          1068                          1068                          11                            11                            1079                          
MT. PLEASANT                  1818                          217                           217                           15                            15                            232                           
BAKER CREEK                   1401                          522                           522                           9                             9                             531                           
BRIDGE FORK                   1713                          764                           764                           9                             9                             773                           
CASTLE ROCK                   2639                          1108                          1108                          10                            10                            1118                          
FOX CHASE                     1867                          849                           849                           7                             7                             856                           
FROHAWK                       1644                          763                           763                           9                             9                             772                           
GRANITE CREEK                 2814                          1055                          1055                          16                            16                            1071                          
GRAZE BRANCH                  1586                          685                           685                           8                             8                             693                           
GREENBRIAR                    1770                          638                           638                           18                            18                            656                           
HILLCREST                     2534                          953                           953                           17                            17                            970                           
HOLLY TREE                    1370                          613                           613                           4                             4                             617                           
KILGORE FARMS                 2544                          901                           901                           20                            20                            921                           
LOCUST HILL                   1532                          705                           705                           2                             2                             707                           
LONG CREEK                    1554                          686                           686                           12                            12                            698                           
MOORE CREEK                   3312                          1134                          1134                          33                            33                            1167                          
ONEAL                         2727                          1246                          1246                          13                            13                            1259                          
RANCH CREEK                   2736                          706                           706                           38                            38                            744                           
RIVERSIDE                     2497                          818                           818                           15                            15                            833                           
SPARROWS POINT                2355                          895                           895                           9                             9                             904                           
STANDING SPRINGS              1824                          632                           632                           5                             5                             637                           
TRAVELERS REST 1              2522                          980                           980                           18                            18                            998                           
TRAVELERS REST 2              1600                          625                           625                           5                             5                             630                           
TYGER RIVER                   1500                          420                           420                           4                             4                             424                           
VERDMONT                      2192                          852                           852                           8                             8                             860                           
WARE PLACE                    1957                          818                           818                           7                             7                             825                           
Absentee                      0                             11849                         11849                         371                           371                           12220                         
Emergency                     0                             0                             0                             0                             0                             0                             
Failsafe                      0                             216                           216                           8                             8                             224                           
Provisional                   0                             70                            70                            3                             3                             73                            
Failsafe Provisional          0                             359                           359                           13                            13                            372                           
Totals:                       335551                        128019                        128019                        2647                          2647                          130666                        

                                                                             County Treasurer (Vote For 1)
                                                            Jill R Kintigh                                              Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
GREENVILLE 1                  1707                          716                           716                           7                             7                             723                           
GREENVILLE 3                  2426                          939                           939                           23                            23                            962                           
GREENVILLE 4                  2806                          538                           538                           22                            22                            560                           
GREENVILLE 5                  2949                          728                           728                           27                            27                            755                           
GREENVILLE 6                  684                           57                            57                            7                             7                             64                            
GREENVILLE 7                  2190                          322                           322                           16                            16                            338                           
GREENVILLE 8                  3067                          494                           494                           24                            24                            518                           
GREENVILLE 10                 2686                          739                           739                           24                            24                            763                           
GREENVILLE 14                 1861                          128                           128                           17                            17                            145                           
GREENVILLE 16                 2057                          734                           734                           21                            21                            755                           
GREENVILLE 17                 1760                          727                           727                           3                             3                             730                           
GREENVILLE 18                 1470                          706                           706                           4                             4                             710                           
GREENVILLE 19                 2394                          344                           344                           25                            25                            369                           
GREENVILLE 20                 1300                          573                           573                           4                             4                             577                           
GREENVILLE 21                 1576                          537                           537                           10                            10                            547                           
GREENVILLE 22                 2348                          1009                          1009                          13                            13                            1022                          
GREENVILLE 23                 2030                          970                           970                           7                             7                             977                           
GREENVILLE 24                 4229                          1117                          1117                          44                            44                            1161                          
GREENVILLE 25                 2176                          494                           494                           17                            17                            511                           
GREENVILLE 26                 1907                          421                           421                           19                            19                            440                           
GREENVILLE 27                 1278                          515                           515                           12                            12                            527                           
GREENVILLE 28                 1275                          285                           285                           9                             9                             294                           
GREENVILLE 29                 2037                          275                           275                           17                            17                            292                           
AIKEN                         1058                          178                           178                           6                             6                             184                           
